POSTCODE,POST4,BUURTCODE,BUURTNAAM,WIJKCODE,WIJKNAAM,STADSDEELCODE,STADSDEELNAAM
5627KE,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KG,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KH,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KJ,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KK,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KL,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KM,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KN,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KP,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KR,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KS,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KT,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KV,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KW,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KX,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627KZ,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LA,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LB,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LC,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LD,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LE,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LG,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LH,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LJ,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LK,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LL,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LM,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LN,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LP,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LR,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LS,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LT,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LV,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LW,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LX,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627LZ,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MA,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MB,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MC,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MD,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627ME,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MG,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MH,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MJ,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MK,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627ML,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MN,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MP,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MR,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MS,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MT,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MV,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MX,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627MZ,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NA,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NB,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NC,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627ND,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NE,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NG,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NH,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NJ,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NK,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NL,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NM,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NN,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NP,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NR,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NS,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NT,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NV,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NW,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627NZ,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PB,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PC,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PD,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PE,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PG,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PH,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PJ,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PK,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PL,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PM,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PN,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PS,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PT,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PV,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PX,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627PZ,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627RA,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627RB,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627RC,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627RE,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627RG,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627RH,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627RJ,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627ST,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627SV,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627SW,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627SX,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627SZ,5627,522,Achtse Barrier-Gunterslaer,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TA,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TB,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TC,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TD,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TE,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TG,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TG,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TG,5627,,,,,,
5627TJ,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TL,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TM,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TN,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TP,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TR,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TS,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TT,5627,524,Achtse Barrier-Hoeven,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TV,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TW,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627TZ,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VA,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VB,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VC,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VD,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VE,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VG,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VH,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VJ,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VK,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VL,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VN,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VT,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VV,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VW,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VX,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627VZ,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627WB,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627WC,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627WD,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627WG,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627WH,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627WJ,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627WK,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627WL,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5627WN,5627,523,Achtse Barrier-Spaaihoef,52,Wijk Achtse Molen,5,Stadsdeel Woensel-Noord
5628AA,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AB,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AC,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AD,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AE,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AG,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AH,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AJ,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AK,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AL,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AM,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AN,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AP,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AR,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AS,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AT,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AV,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AW,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AX,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628AZ,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BA,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BB,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BC,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BD,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BE,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BG,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BH,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BJ,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BK,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BL,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BM,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BN,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BP,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BR,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BS,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628BT,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628CA,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628CB,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628CC,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628CD,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628CE,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628CG,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628CH,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628CJ,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628CL,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628CM,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628DA,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628DB,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628DD,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628DG,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628DH,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628DJ,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628DK,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628DL,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628DM,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628DN,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628DP,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628EA,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628EB,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628EC,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628ED,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628EE,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628EG,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628EH,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628EJ,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628EL,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628EM,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628EN,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628EP,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628GA,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628GB,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628GC,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628GD,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628GE,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628GG,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628GH,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628GJ,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628GK,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628GM,5628,532,Tempel,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628HA,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628HB,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628HC,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628HD,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628HE,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628HG,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628HJ,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JA,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JB,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JC,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JD,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JE,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JG,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JH,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JJ,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JK,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JL,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JM,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628JN,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KA,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KB,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KC,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KD,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KE,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KG,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KH,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KJ,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KK,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KL,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KM,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KN,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KP,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KR,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
5628KS,5628,531,Woenselse Heide,53,Wijk Aanschot,5,Stadsdeel Woensel-Noord
